   4.9295426e-01   2.0000000e+00   2.0000000e+00   1.2000000e+01
   1.1915350e+00   2.0000000e+00   2.0000000e+00   2.6000000e+01
   6.6817262e-01   2.0000000e+00   2.0000000e+00   5.6000000e+01
   1.5139205e+00   2.0000000e+00   2.0000000e+00   6.7000000e+01
   1.4425811e+00   2.0000000e+00   2.0000000e+00   1.7700000e+02
   1.6469054e+00   2.0000000e+00   2.0000000e+00   2.1500000e+02
   2.5783877e+00   2.0000000e+00   2.0000000e+00   2.2900000e+02
   2.0852839e+00   2.0000000e+00   2.0000000e+00   2.4300000e+02
   2.2768585e+00   2.0000000e+00   2.0000000e+00   2.5000000e+02
   6.7618073e-01   2.0000000e+00   2.0000000e+00   3.3600000e+02
   1.6117134e+00   2.0000000e+00   2.0000000e+00   3.5200000e+02
   2.5221774e+00   2.0000000e+00   2.0000000e+00   3.5400000e+02
   2.5541700e+00   2.0000000e+00   2.0000000e+00   3.8000000e+02
   6.4071716e-01   2.0000000e+00   2.0000000e+00   4.3000000e+02
   1.7306390e+00   2.0000000e+00   2.0000000e+00   4.5700000e+02
   1.5611226e-01   2.0000000e+00   2.0000000e+00   4.6300000e+02
   1.1722512e+00   2.0000000e+00   2.0000000e+00   4.9200000e+02
   1.4592758e+00   2.0000000e+00   2.0000000e+00   5.5600000e+02
   1.2076776e+00   2.0000000e+00   2.0000000e+00   5.6700000e+02
   1.0301901e+00   2.0000000e+00   2.0000000e+00   6.2000000e+02
   3.9072200e-01   2.0000000e+00   2.0000000e+00   6.7100000e+02
   8.2149502e-01   2.0000000e+00   2.0000000e+00   7.2900000e+02
   9.3203280e-01   2.0000000e+00   2.0000000e+00   7.3500000e+02
   2.0433344e+00   2.0000000e+00   2.0000000e+00   7.7400000e+02
   1.6276399e+00   2.0000000e+00   2.0000000e+00   7.9700000e+02
   1.0794172e+00   2.0000000e+00   2.0000000e+00   8.0200000e+02
   1.5537301e+00   2.0000000e+00   2.0000000e+00   8.0600000e+02
   5.7714819e-01   2.0000000e+00   2.0000000e+00   8.1500000e+02
   1.3006238e+00   2.0000000e+00   2.0000000e+00   8.8900000e+02
   1.4180097e+00   2.0000000e+00   2.0000000e+00   8.9800000e+02
   3.0829862e-01   2.0000000e+00   2.0000000e+00   9.1900000e+02
   1.8282312e+00   2.0000000e+00   2.0000000e+00   9.3200000e+02
   9.4702309e-01   2.0000000e+00   2.0000000e+00   9.8800000e+02
   2.2814952e+00   2.0000000e+00   2.0000000e+00   1.0040000e+03
